Kanji|JLPT-test|GPT-PT-BR|word1|reading1|translation1|word2|reading2|translation2|word3|reading3|translation3
多|4|Muitos, Vários|多様|たよう|diversidade|多分|たぶん|provavelmente|多い|おおい|muito
汰|1|Limpeza, Purificação|汰捨|たしゃ|descartar, eliminar|汰水|たすい|água limpa|汰法|たほう|método de purificação
打|3|Bater, Golpear|打つ|うつ|bater|打撃|だげき|golpe|打楽器|だがっき|instrumento de percussão
妥|1|Aceitável|妥当|だとう|adequado|妥協|だきょう|compromisso|妥協案|だきょうあん|proposta de compromisso
唾|0|Saliva|唾液|だえき|saliva|唾|つば|saliva|唾棄|だき|desprezar
堕|1|Queda, Desmoronamento|堕落|だらく|decadência|堕胎|だたい|aborto|堕天使|だてんし|anjo caído
惰|1|Preguiça|惰性|だせい|inércia|惰弱|だじゃく|fraco|惰眠|だみん|dormir excessivamente
駄|1|Inútil, Fraco|駄作|ださく|obra inferior|駄目|だめ|sem valor, inútil|駄菓子|だがし|doce barato
太|3|Gordo, Grosso|太陽|たいよう|sol|太る|ふとる|engordar|太刀|たち|espada larga
対|3|Contrário|対話|たいわ|diálogo|対策|たいさく|medida|対立|たいりつ|oposição
体|4|Corpo|体操|たいそう|ginástica|体重|たいじゅう|peso corporal|身体|しんたい|corpo
耐|1|Resistência|耐久|たいきゅう|durabilidade|耐性|たいせい|resistência|耐熱|たいねつ|resistência ao calor
待|4|Esperar|待機|たいき|espera (standby)|期待|きたい|expectativa|待ち合わせ|まちあわせ|encontro (meeting)
怠|1|Preguiça|怠ける|なまける|ser preguiçoso|怠惰|たいだ|indolência|怠慢|たいまん|negligência
胎|1|Útero, Embrião|胎児|たいじ|feto|胎内|たいない|útero|胎教|たいきょう|educação pré-natal
退|3|Retorno, Saída|退社|たいしゃ|demissão|退任|たいにん|aposentadoria|退却|たいきゃく|retirada
帯|2|Cinto, Faixa|帯びる|おびる|ter, suportar|帯域|たいき|banda (de frequência)|帯状|たいじょう|em forma de faixa
泰|1|Paz, tranquilidade|安泰|あんたい|paz, segurança|平泰|へいたい|tranquilidade, calma|泰国|たいこく|Tailândia
堆|0|Acúmulo, Montanha|堆積|たいせき|acumulação|堆い|たい|empilhado|堆場|たいば|depósito
袋|2|Saco|袋|ふくろ|saco|袋小路|ふくろこうじ|cul-de-sac|紙袋|かみぶくろ|saco de papel
逮|1|Prender, Capturar|逮捕|たいほ|prisão|逮捕状|たいほじょう|mandado de prisão|逮捕者|たいほしゃ|detentor de prisão
替|2|Substituir, trocabilidade|交換|こうかん|troca|代替|だいたい|alternativa|替える|かえる|substituir
貸|4|Empréstimo|貸す|かす|emprestar|貸し出し|かしだし|empréstimo|貸家|かしや|casa para alugar
隊|1|Unidade, time|部隊|ぶたい|tropas|警察隊|けいさつたい|esquadrão de polícia|軍隊|ぐんたい|exército
滞|1|Parado, atrasado|滞在|たいざい|estadia|滞納|たいのう|atraso de pagamento|滞る|とどこおる|atrasar-se
態|1|Atitude, Estado|態度|たいど|atitude|現態|げんたい|estado atual|態様|たいよう|modo, forma
戴|0|Usar, Portar|戴冠|たいかん|coroação|戴く|いただく|receber|戴帽|たいぼう|colocar um chapéu
大|5|Grande|大好き|だいすき|adoro|大事|だいじ|importante|大人|おとな|adulto
代|4|Substituição|代金|だいきん|pagamento|代理|だいり|representação|年代|ねんだい|era
台|4|Plataforma, suporte|台所|だいどころ|cozinha|台風|たいふう|furacão|台本|だいほん|roteiro
第|2|Número, Ordem|第一区|だいいちく|Primeiro distrito|第二|だいに|Segundo|第三|だいさん|Terceiro
題|4|Título, Tema|題名|だいめい|título|問題|もんだい|questão|題材|だいざい|tema
滝|1|Cachoeira|滝壺|たきつぼ|poço da cachoeira|滝音|たきおと|som da cachoeira|滝の音|たきのおと|som da queda d'água
宅|3|Casa, lar|宅配|たくはい|entrega em casa|住宅|じゅうたく|habitação|宅地|たくち|terreno residencial
択|1|Escolha, Seleção|選択|せんたく|seleção|択一|たくいつ|escolha única|択林|たくりん|escolha de floresta
沢|1|Pântano, Lago|沢山|たくさん|muito, muitos|沢|さわ|pântano, lago|沢水|さわみず|água de lago
卓|1|Mesa|卓球|たっきゅう|Tênis de mesa|卓越|たくえつ|Excelência|卓上|たくじょう|Em cima da mesa
拓|1|Desenvolvimento, Abrir|拓殖|たくしょく|colonização|拓本|たくほん|impressão de rubrica|拓く|ひらく|abrir
託|1|Transferência|託す|たくす|confiar|託児所|たくじじょ|creche|委託|いたく|comissão
濯|2|Lavar, Limpar|洗濯|せんたく|lavagem|濯ぎ|あらい|enxágue|濯水|たくすい|água de enxágue
諾|1|Aceitação, Acordo|諾否|だくひ|aceitar ou rejeitar|諾言|だくげん|promessa|約諾|やくだく|compromisso
濁|1|Turbidez, Som|濁点|だくてん|sinal diacrítico|濁水|だくすい|água turva|濁音|だくおん|som sonoro
但|1|Mas, porém|但し|ただし|no entanto|但書|ただがき|disposição|但言|ただい|sem embargo
達|3|Alcance, realização|達成|たっせい|realização|達人|たつじん|especialista|届達|とどけたつ|entrega
脱|1|Remoção, Escape|脱出|だっしゅつ|fuga|脱衣所|だついじょ|vestiário|脱税|だつぜい|fraude fiscal
奪|1|Roubado|奪取|だっしゅ|Tomada|奪う|うばう|Roubar|奪い合う|うばいあう|Competir para roubar
棚|1|Prateleira|棚卸し|たなおろし|inventário|本棚|ほんだな|estante de livros|棚に上げる|たなにあげる|deixar pra depois
誰|0|Quem|誰か|だれか|alguém|誰でも|だれでも|qualquer um|誰の|だれの|de quem
丹|1|Vermelho|丹心|たんしん|coração sincero|丹念|たんねん|diligente|丹薬|たにょうく|remédio vermelho
旦|1|Manhã, Amanhã|旦那|だんな|marido, chefe da família|旦日の出|あさひ|nascer do sol|朝旦|ちょうたん|manhã cedo
担|2|Responsabilidade, carga|担当|たんとう|responsável (por algo)|担ぐ|かつぐ|carregar (nas costas)|担保|たんぽ|garantia
単|3|Simples|単語|たんご|palavra|単独|たんどく|isolado|単純|たんじゅん|simples
炭|2|Carvão|炭素|たんそ|Carbono|木炭|もくたん|Carvão de madeira|炭火|すみび|Fogo de carvão
胆|1|Fígado|胆汁|たんじゅう|bile|胆石|たんせき|cálculo biliar|胆力|たんりょく|coragem
探|3|Procurar, investigar|探索|たんさく|exploração|探検|たんけん|exploração|探し物|さがしもの|coisa procurada
淡|1|Suave, Claro|淡い|あわい|suave|淡々|たんたん|calmo, impassível|淡水|たいすい|água doce
短|3|Curto|短い|みじかい|curto|短大|たんだい|faculdade técnica|短歌|たんか|poema curto
嘆|1|lamento, suspiro|嘆願|たんがん|petição|嘆き|なげき|lamentação|嘆息|たんそく|suspiro
端|1|Borda, Extremidade|端末|たんまつ|terminal|端っこ|はしっこ|borda|端緒|たんしょ|início
綻|0|Rasgar, abrir|綻び|ほころび|fenda|綻ぶ|ほころぶ|rasgar-se|綻び目|ほころびめ|ponto de rasgo
誕|1|Nascimento, Aniversário|誕生日|たんじょうび|aniversário|誕生|たんじょう|nascimento|誕生会|たんじょうかい|festa de aniversário
鍛|1|Forjar, Treinar|鍛冶|かじ|ferreiro|鍛錬|たんれん|treinamento, prática|鍛え上げる|きたえあげる|reforçar, treinar intensamente
団|2|Grupo, Sociedade|団体|だんたい|entidade|団結|だんけつ|união|団子|だんご|bolinho
男|5|Homem|男の子|おとこのこ|menino|男性|だんせい|masculino|男らしい|おとこらしい|viril
段|3|Estágio, Degrau|段階|だんかい|estágio|段ボール|だんぼーる|papelão|段落|だんらく|parágrafo
断|3|Corte, Interrupção|断言|だんげん|afirmação|断絶|だんぜつ|interrupção|断念|だんねん|desistência
弾|1|Bala, Dardo|弾丸|だんがん|bala|弾力|だんりょく|elasticidade|弾く|ひく|tocar (instrumento)
暖|1|Quente, Aquecido|暖房|だんぼう|aquecimento|暖かい|あたたかい|quente|温暖|おんだん|temperado
談|3|Conversa, Diálogo|談話|だんわ|conversa, diálogo|相談|そうだん|consultoria, conselho|談判|だんぱん|negociação
壇|1|Plataforma, palco|壇上|だんじょう|no palco|壇蜜|だんみつ|mel de plataforma|壇車|だんしゃ|carro de plataforma
地|4|Terra, Solo|地図|ちず|mapa|地下|ちか|subsolo|土地|とち|terreno
池|3|Lago|池塘|ちとう|lago pequeno|池水|いけみず|água do lago|池田|いけだ|Ikeda (sobrenome)
知|4|Conhecimento, Saber|知識|ちしき|conhecimento|知人|ちじん|conhecido|知らせ|しらせ|notificação
値|3|Valor, Preço|値段|ねだん|Preço|値下げ|ねさげ|Redução de preço|価値|かち|Valor
恥|3|Vergonha|恥ずかしい|はずかしい|vergonhoso|恥辱|ちじょく|humilhação|恥じる|はじる|envergonhar-se
致|1|Causa, Atendimento|致す|いたす|fazer (humilde)|致命的|ちめいてき|letal|致知|ちち|sabedoria
遅|3|Atrasado|遅い|おそい|lento|遅れる|おくれる|atrasar|遅刻|ちこく|atraso
痴|1|Estupidez, Loucura|痴漢|ちかん|molestador|痴呆|ちほう|demência|痴心|ちしん|amor insensato
稚|1|Imaturo, Jovem|稚魚|ちぎょ|peixe jovem|稚拙|ちせつ|inexperiente|稚言|ちげん|palavras inocentes
置|3|Colocar, Deixar|置く|おく|colocar|置物|おきもの|objeto decorativo|設置|せっち|instalação
緻|0|Detido, Precisão|緻密|ちみつ|minucioso|緻巧|ちこう|sutil|緻細|ちさい|detalhado
竹|2|Bambu|竹林|たけばやし|bambu grove|竹刀|しない|espada de bambu|竹細工|たけざいく|artesanato de bambu
畜|2|Pecuária|畜生|ちくしょう|animal (pejorativo)|家畜|かちく|gado|畜産|ちくさん|pecuária
逐|1|Perseguir, Seguir|逐次|ちくじ|sequencialmente|逐歩|ちくほ|passo a passo|逐鹿|ちくろく|perseguir cervos
蓄|1|Acumular|蓄音機|ちくおんき|gramofone|蓄積|ちくせき|acúmulo|蓄える|たくわえる|armazenar
築|2|Construção|築く|きずく|construir|築年月|ちくねんがっぴ|data de construção|築地|つきじ|mercado de peixe (Tsukiji)
秩|1|Ordens|秩序|ちつじょ|ordem|秩奉|ちつほう|oferecer ordens|秩序的|ちつじょてき|sistemático
窒|1|Asfixia, obstrução|窒息|ちっそく|(asfixia)|窒化|ちっか|nitretação|窒素|ちっそ|nitrogênio
茶|4|Chá|茶碗|ちゃわん|tigela de chá|お茶|おちゃ|chá (formal)|抹茶|まっちゃ|chá verde em pó
着|4|Vestir, Chegar|着物|きもの|kimono|着る|きる|vestir|着信|ちゃくしん|notificação de chamada
嫡|1|Legítimo|嫡子|ちゃくし|filho legítimo|嫡伝|ちゃくでん|legitimidade|嫡母|ちゃくぼ|mãe legítima
中|5|Meio, Centro|中学校|ちゅうがっこう|escola de médio|中国|ちゅうごく|China|中心|ちゅうしん|centro
仲|2|Relacionamento, amizade|仲間|なかま|companheiro|仲良し|なかよし|amigos próximos|仲介|ちゅうかい|mediação
虫|2|Inseto, Bicho|虫歯|むしば|cárie dentária|昆虫|こんちゅう|inseto|虫|むし|bicho
沖|1|litoral, costa|沖合|おきあい|alto-mar|沖縄|おきなわ|Okinawa|沖縄料理|おきなわりょうり|culinária de Okinawa
宙|1|Espaço, Céu|宇宙|うちゅう|universo|宙吊り|ちゅうづり|suspensão|宙返り|ちゅうがえり|aerofigura
忠|1|Fidelidade, Lealdade|忠義|ちゅうぎ|lealdade|忠告|ちゅうこく|aconselhamento|忠実|ちゅうじつ|fidelidade
抽|1|Extrair, Tirar|抽選|ちゅうせん|sorteio|抽出|ちゅうしゅつ|extração|抽象|ちゅうしょう|abstração
注|4|Nota, atenção|注射|ちゅうしゃ|injeção|注目|ちゅうもく|atenção|注ぎ込む|そそぎこむ|despejar
昼|4|Dia, Tarde|昼食|ちゅうしょく|almoco|昼間|ひるま|durante o dia|昼休み|ひるやすみ|pausa para o almoço
柱|2|Coluna|柱時計|はしらどけい|relógio de coluna|柱|はしら|coluna|木柱|きばしら|coluna de madeira
衷|1|Coração, Interior|衷心|ちゅうしん|coração sincero|衷情|ちゅうじょう|sentimentos profundos|衷言|ちゅうげん|palavras sinceras
酎|0|destilado|焼酎|しょうちゅう|shochu (uma bebida destilada japonesa)|酎ハイ|ちゅうはい|chuhai (uma bebida alcoólica misturada com refrigerante)|リキュール|りきゅーる|licor
鋳|1|Fundição|鋳造|ちゅうぞう|fundição|鋳鉄|ちゅうてつ|ferro fundido|鋳型|いがた|molde de fundição
駐|2|Estacionamento|駐車場|ちゅうしゃじょう|estacionamento|駐留|ちゅうりゅう|permanência (militar)|駐禁|ちゅうきん|estacionamento proibido
著|2|Autor, Obra|著者|ちょしゃ|autor|著名|ちょめい|famoso|著作|ちょさく|obra
貯|2|Guardar, economizar|貯金|ちょきん|poupança|貯蔵|ちょぞう|armazenamento|貯蓄|ちょちく|economia
丁|1|Conveniente, pequeno|丁寧|ていねい|cuidado, cortês|丁字|ちょうじ|letra T|丁方|ていほう|quadrado
弔|1|Luto|弔い|とむらい|luto|弔辞|ちょうじ|elogio fúnebre|弔告|ちょうこく|anúncio de falecimento
庁|2|Departamento, Escritório|警察庁|けいさつちょう|Departamento de Polícia|庁舎|ちょうしゃ|Prédio do Escritório|地方庁|ちほうちょう|Departamento Regional
兆|2|兆|兆候|ちょうこう|sinal|兆円|ちょうえん|trilhão de ienes|兆し|きざし|indício
町|4|Cidade, Bairro|町並み|まちなみ|paisagem urbana|町長|ちょうちょう|prefeito|商町|しょうちょう|bairro comercial
長|5|Longo, Comprido|長い|ながい|longo|長男|ちょうなん|filho mais velho|長期|ちょうき|longo prazo
挑|1|Desafiar, Provocar|挑戦|ちょうせん|desafio|挑発|ちょうはつ|provocação|挑む|いどむ|desafiar
帳|1|Caderno, Livro|帳簿|ちょうぼ|livro contábil|手帳|てちょう|caderno de anotações|帳面|ちょうめん|caderno de contas
張|2|Esticar, Aumentar|張る|はる|esticar|張り紙|はりがみ|cartaz|伸張|しんちょう|alongamento
彫|1|Esculpir|彫刻|ちょうこく|escultura|彫る|ほる|esculpir|彫師|ちょうし|escultor
眺|1|Contemplar, Olhar|眺める|ながめる|contemplar|眺望|ちょうぼう|vista|眺め|ながめ|panorama
釣|1|Pesca|釣り|つり|pesca|釣り竿|つりざお|vara de pesca|釣り針|つりばり|anzol
頂|3|Cume, Topo|頂上|ちょうじょう|pico|頂戴|ちょうだい|receber|頂き|いただき|topo, cume
鳥|4|Pássaro|鳥類|ちょうるい|ave|小鳥|ことり|pássaro pequeno|鳥肉|とりにく|carne de frango
朝|4|Manhã|朝食|ちょうしょく|café da manhã|朝日|あさひ|sol da manhã|朝晩|あさばん|manhã e noite
貼|0|Colar, Adesivo|貼る|はる|colar|貼り紙|はりがみ|cartaz|貼付|ちょうふ|anexo
超|2|Super, extremo|超人|ちょうじん|super-homem|超える|こえる|ultrapassar|超音波|ちょうおんぱ|ultrassom
腸|1|Intestino|腸内|ちょうない|intestino interno|腸炎|ちょうえん|enterite|腸詰め|ちょうづめ|salsicha
跳|1|Pular, Saltar|跳ねる|はねる|pular|跳躍|ちょうやく|salto|跳ぶ|とぶ|saltar
徴|1|Taxa, Sinal|徴収|ちょうしゅう|cobrança|徴候|ちょうこう|sinal|特徴|とくちょう|característica
嘲|0|Zombar, Ridicularizar|嘲笑|ちょうしょう|risada sarcástica|嘲る|あざける|zombar|嘲弄|ちょうろう|ridicularização
潮|1|Maré|潮流|ちょうりゅう|corrente marítima|潮汐|ちょうせき|maré|潮見表|しおみひょう|tabela de marés
澄|1|Clareza|澄む|すむ|tornar-se claro|澄み渡る|すみわたる|tornar-se límpido|澄み切った|すみきった|completamente claro
調|3|Ajustar, Regular|調整|ちょうせい|ajuste|調査|ちょうさ|pesquisa|調音|ちょうおん|ajuste tonal
聴|1|Ouvir, Escutar|聴覚|ちょうかく|audição|聴衆|ちょうしゅう|espectadores|聴取|ちょうしゅ|escuta
懲|1|Punição|懲戒|ちょうかい|disciplinar|懲罰|ちょうばつ|punição|懲りる|こりる|aprender a lição
直|3|Direto, Correto|直す|なおす|consertar|直接|ちょくせつ|diretamente|直感|ちょっかん|intuição
勅|1|Decreto, ordem|勅命|ちょくめい|ordem, decreto|勅使|ちょくし|enviado imperial|勅語|ちょくご|palavras do imperador
